cust_id,recency,frequency,monetary
17373,35,4,646.92
17374,185,2,495.77
17375,162,4,372.5
17376,60,2,203.2
17377,20,21,3925.92
17379,10,1,404.66
17381,7,30,20272.43
17382,56,1,65.4
17383,4,1,199.29
17384,17,2,336.4
17385,12,1,261.11
17386,6,6,2686.42
17387,17,2,784.11
17388,66,4,1259.56
17389,0,43,31300.08
17391,139,2,508.8
17392,256,2,457.91
17394,186,1,203.87
17396,34,8,7330.8
17397,19,2,696.41
17398,97,3,653.38
17400,107,5,2129.96
17402,4,13,2633.85
17403,31,1,281.62
17404,4,18,30300.82
17405,1,5,967.22
17406,276,5,1928.72
17408,139,1,32.65
17409,157,2,771.85
17410,14,5,1214.72
17411,11,4,748.94
17412,2,7,1258.06
17414,37,2,778
17415,68,1,507.84
17416,25,9,6838.34
17418,36,2,463.46
17419,10,14,4200.97
17420,43,3,598.83
17422,14,10,1853.13
17423,39,4,663.63
17425,17,2,759.17
17426,4,7,5022.26
17427,61,1,100.8
17428,0,33,17078.45
17429,102,4,512.12
17430,28,2,265.76
17431,262,1,403.3
17432,16,2,365.76
17433,76,1,303.16
17434,2,9,2333.42
17436,1,2,216.3
17438,205,2,378.3
17440,125,5,177.1
17442,25,10,2210.26
17443,186,1,534.24
17444,125,3,2940.04
17446,150,2,120.9
17447,35,2,541.53
17448,123,1,-4287.63
17449,2,8,2504.86
17450,7,55,187482.17
17451,1,10,1648.95
17453,15,2,486.72
17454,164,4,517.53
17455,172,1,131.7
17456,307,1,249.86
17457,107,5,1737.7
17458,13,1,316.5
17459,37,2,657.3
17460,67,8,452.63
17461,19,3,757.46
17462,44,3,662.94
17463,14,6,1881.36
17464,135,1,289.96
17466,9,2,763.28
17468,9,2,137
17469,14,6,1843.06
17470,38,5,1125.07
17472,163,3,710.29
17475,68,1,194.37
17480,63,2,506.51
17481,3,5,1249.34
17483,56,3,414.04
17486,217,1,396.87
17489,50,2,376.64
17490,0,11,1926.88
17491,1,11,3541.92
17492,206,1,374.57
17495,6,2,497.56
17496,301,1,271.05
17498,65,1,272.22
17499,241,1,622.88
17500,15,3,1138
17501,187,2,288.6
17502,8,4,689.1
17503,2,2,558.96
17504,175,10,2745.28
17505,137,2,1145.84
17506,60,2,294.29
17507,217,2,605.58
17508,233,1,387.31
17509,49,11,6100.74
17510,21,1,308.48
17511,2,46,88125.38
17512,24,11,2920.04
17513,62,1,513.2
17514,109,1,208.65
17515,27,4,639.02
17516,13,5,768.08
17517,257,1,153.94
17519,15,7,1839.07
17520,46,1,546.81
17521,21,4,721.96
17522,1,5,1070.71
17523,10,4,652.74
17524,304,1,145
17525,302,1,422.7
17526,1,8,706.7
17527,46,6,888.86
17528,1,11,3540.1
17530,1,10,2385
17531,102,2,293.45
17534,46,1,223.36
17535,233,1,164.4
17536,151,1,76.5
17537,25,2,897.62
17538,22,1,98.42
17540,7,3,570.4
17542,224,1,170.75
17545,37,3,645.96
17547,313,1,-11.8
17548,184,3,-141.48
17549,20,2,148.86
17550,167,3,267.16
17551,302,1,306.84
17552,36,6,909.96
17553,110,1,1487.6
17554,1,5,1952.45
17555,17,2,483.26
17556,174,1,157.9
17557,12,3,541.46
17560,81,5,854.95
17561,17,1,167.62
17562,12,8,1107.38
17564,21,3,454.01
17566,7,2,901.21
17567,6,10,4012.56
17569,278,1,344.14
17571,43,4,1498.51
17572,61,4,226.75
17573,25,4,362.9
17574,201,1,185.65
17576,7,22,3457.78
17578,162,2,124.74
17579,4,4,440.2
17580,209,3,215.72
17581,0,31,10736.11
17582,196,1,175.27
17584,6,3,1227.3
17585,93,4,1133.07
17588,86,3,1240.2
17589,52,4,2404.17
17590,2,3,1479.22
17591,63,8,2215.02
17593,3,6,3911.56
17594,73,2,993.18
17595,11,2,388.79
17596,20,7,2827.93
17597,181,1,2044.37
17600,15,1,161.67
17601,198,1,116.01
17602,2,8,5050.77
17603,43,5,-1165.3
17604,184,2,309.36
17608,29,2,193.42
17609,35,6,1103.92
17611,3,19,3947.87
17612,46,10,1992.76
17613,19,17,4509.37
17614,49,1,390.07
17615,111,3,329.6
17616,148,3,571.2
17618,5,3,971.58
17619,261,1,218.52
17620,51,1,81.44
17621,18,4,1336.1
17623,28,1,527.05
17624,12,2,843.48
17625,16,4,2047
17628,70,1,75.75
17629,5,9,1784.12
17630,144,2,503.6
17631,1,3,528.33
17633,27,6,1242.34
17634,31,9,2361.97
17636,7,2,265.93
17637,27,2,547.06
17639,230,1,108.5
17640,74,1,621.66
17642,101,2,712.29
17643,314,1,101.55
17644,1,17,2768.98
17646,186,4,995.66
17647,56,1,133.06
17648,52,5,1789.55
17649,114,2,861.74
17650,18,1,166.08
17651,10,14,3886.67
17652,22,18,4737.13
17653,25,5,1175.88
17654,231,1,117.55
17655,9,8,2571.74
17656,63,5,1674.69
17658,9,3,485.88
17659,3,14,2954.75
17660,120,1,196
17663,22,9,1788.27
17664,16,2,604.64
17666,3,2,728.16
17667,57,5,2055.51
17668,1,2,347.75
17669,36,7,3406.72
17670,191,1,205.7
17671,13,6,1284.08
17672,37,4,3106.62
17673,1,7,1622.22
17674,64,2,551.04
17675,1,41,20098.1
17676,4,7,1383.27
17677,1,43,16219.22
17678,219,1,298.11
17679,45,2,1992.11
17680,20,1,184.4
17682,9,7,2459.33
17684,37,1,239.41
17685,14,7,3191.53
17686,6,7,5739.46
17690,26,16,4748.45
17691,301,2,290.4
17692,108,5,733.44
17693,116,3,187.02
17694,120,1,283.12
17695,112,2,765.34
17696,33,14,2201.05
17697,196,1,338.95
17698,216,1,154.95
17700,14,6,2508.89
17701,209,1,417.95
17702,26,6,1719.72
17703,30,3,798.74
17704,143,2,885.19
17705,3,10,1781.12
17706,4,22,10097.37
17707,158,2,152.4
17708,160,2,267.08
17709,144,1,137.45
17711,9,2,385.1
17712,38,1,522.91
17714,268,1,153
17715,170,1,326.4
17716,19,12,5505.79
17718,192,1,139.35
17719,32,18,5367.8
17720,23,4,1195.94
17722,83,6,2380.64
17723,108,6,3276.4
17724,49,4,995.65
17725,14,14,3371.13
17727,8,2,1042.55
17728,3,5,2515.68
17730,3,15,5288.83
17731,68,5,878.2
17732,313,1,303.97
17733,33,2,692.19
17734,46,3,700.63
17735,2,19,13110.02
17736,8,4,337.49
17737,8,2,168.24
17738,17,5,1863.35
17739,10,8,2786.05
17742,96,2,355.11
17744,3,7,2291.08
17746,194,2,98.8
17747,86,2,64.65
17749,152,2,674.52
17750,5,9,1797.57
17752,302,1,80.64
17754,0,6,1739.92
17757,1,31,5585.49
17758,17,8,3456.7
17759,15,3,834.99
17760,18,2,287.59
17761,28,1,712.78
17763,219,1,15
17764,43,2,818.82
17765,135,3,371.88
17767,13,1,271.2
17768,7,3,2273.18
17769,11,12,3960.63
17770,168,5,1143.27
17771,48,2,245.81
17772,9,2,182.77
17774,83,5,1215.46
17775,211,1,56.4
17777,21,3,665.86
17779,18,5,642.17
17781,136,2,188.02
17783,62,2,283.47
17785,46,1,131.94
17786,73,2,278.74
17787,130,4,1865.19
17788,63,2,1117.9
17789,234,1,225.9
17790,23,14,1965.55
17791,25,1,106.1
17793,22,1,323.04
17795,153,2,350.39
17796,35,4,697.9
17797,19,3,780.43
17799,19,11,3026.08
17800,32,9,1199.01
17802,71,4,1251.84
17805,63,1,512.31
17806,10,1,546.04
17809,14,15,4627.62
17811,4,51,7677.71
17812,11,4,732.16
17813,12,7,1714.6
17816,31,4,36.56
17817,4,3,387.68
17819,61,8,3661.07
17820,163,2,-24.05
17824,44,1,298.4
17827,5,5,1995.46
17828,7,9,1599.97
17829,249,1,889.24
17830,1,3,398.7
17831,29,1,35.4
17832,42,1,155.37
17835,2,3,350.64
17836,41,1,110.21
17837,36,10,1560.53
17838,23,6,2312.7
17839,36,1,338.8
17841,1,169,40340.78
17843,253,1,205.48
17844,90,1,51.56
17846,73,1,2033.1
17848,70,9,901.2
17849,185,4,605.8
17850,252,35,5288.63
17852,10,2,114.34
17854,158,2,311.26
17855,313,1,208.97
17856,1,6,1393.79
17857,3,25,26763.34
17858,5,12,5155.66
17859,254,1,148.21
17860,310,1,252.8
17861,3,9,2059.2
17862,270,1,330.9
17863,51,6,3160
17864,11,3,597.5
17865,26,27,10158.54
17866,121,2,325.7
17867,26,8,622.75
17869,91,5,428.18
17870,2,13,1889.4
17871,173,1,155.9
17873,69,6,1764.36
17874,158,7,658.26
17877,145,1,237.61
17878,37,1,379.45
17879,148,1,178.52
17880,306,1,458.92
17881,254,1,133.35
17883,3,4,671.77
17884,3,4,717.45
17885,11,1,190.19
17886,27,3,899.61
17887,110,1,111.35
17888,16,10,525.78
17889,180,2,203.87
17890,269,2,602.09
17891,138,1,203.86
17892,48,3,244.1
17893,189,1,112.25
17894,61,8,1119.81
17895,38,1,98
17896,20,1,256.32
17897,147,4,541.1
17898,73,2,152.06
17899,136,1,155.8
17900,140,4,15
17901,25,1,110.38
17904,18,2,178.92
17905,61,4,800.24
17906,205,1,72.9
17908,314,1,243.28
17911,8,1,366.23
17912,259,6,295.61
17913,50,2,411.6
17914,3,1,336.43
17917,39,3,341.28
17919,76,1,1304.04
17920,4,17,4204.1
17921,55,4,826.52
17923,235,1,207.5
17924,1,13,2894.33
17925,313,1,244.08
17926,113,2,397.29
17928,39,2,212.54
17929,10,5,834.5
17930,30,5,1740.48
17931,114,2,408.36
17932,25,3,1331.57
17934,44,2,704.25
17935,118,2,145.79
17936,5,1,389.84
17937,7,7,4301.22
17939,136,1,99.14
17940,42,14,1983.58
17941,111,1,304.56
17942,6,1,77.5
17946,193,2,149.58
17947,32,1,176.68
17948,125,1,358.56
17949,1,52,52750.84
17950,62,4,472.12
17951,34,4,990.84
17954,5,16,2295.37
17955,168,4,557.3
17956,207,1,12.75
17957,57,1,111.68
17958,99,1,508.46
17960,146,1,73.78
17961,18,39,1296.44
17962,121,1,102.83
17964,27,2,471.7
17965,32,14,2622.57
17966,32,5,1098.43
17967,312,1,123.07
17968,314,1,277.35
17969,142,2,228.2
17970,179,1,582.59
17972,200,1,136.04
17973,44,1,337.04
17974,21,3,740.79
17975,13,14,4393.61
17976,313,1,353.19
17977,25,1,288.14
17978,307,1,300.92
17979,30,5,737.81
17980,141,3,811.45
17984,124,1,152.68
17985,19,1,634.95
17986,48,1,20.8
17987,158,1,198.57
17988,10,8,191.17
17990,196,3,630.84
17991,189,2,93.35
17994,103,6,629.69
17995,234,1,76.1
17997,64,12,1511.3
17999,32,2,382.06
18001,11,2,417.23
18004,305,1,169.47
18005,3,2,249.72
18006,20,1,444.68
18008,60,9,2116.19
18009,195,2,252.24
18010,213,1,174.8
18011,314,1,102.79
18013,132,2,187.29
18014,24,1,166.42
18015,4,1,120.03
18016,28,5,1483.56
18017,70,3,523
18018,92,2,122.14
18019,44,1,38.45
18022,30,1,668.11
18024,130,3,236.78
18027,84,1,115.31
18030,4,3,220.7
18032,280,1,73.5
18033,56,1,97.97
18034,18,2,422.88
18035,30,3,730.4
18036,28,3,405.62
18037,131,6,70.02
18040,17,2,357.2
18041,10,22,4161.14
18042,46,1,165.05
18043,21,3,559.51
18044,4,11,2085.65
18045,39,1,189.4
18048,172,2,172.29
18050,302,1,74.4
18053,57,2,297.07
18055,6,11,6752.14
18056,240,1,363.65
18058,8,1,170.16
18059,8,4,296.71
18061,18,10,2119.41
18062,148,3,720.52
18064,113,2,814
18065,5,15,2380.08
18066,65,1,318
18067,35,1,396.33
18068,241,1,101.7
18069,23,7,2021.82
18071,214,2,453
18072,132,2,2.49E-14
18073,97,13,3864.44
18074,314,1,489.6
18075,20,14,2538.72
18077,7,11,2633.01
18078,184,2,336.13
18079,39,4,3651.97
18080,16,2,1231.5
18081,31,3,343.45
18082,22,1,703.37
18084,14,2,87.53
18085,276,2,689.95
18086,228,1,101.34
18087,84,4,3770.12
18088,53,1,167.67
18092,2,12,9065.76
18093,80,5,2083.42
18094,70,7,3017.3
18095,261,2,580.05
18096,10,3,911.15
18097,6,7,2692.85
18099,108,1,168.31
18101,10,2,223.65
18102,0,62,256438.49
18104,32,1,754.64
18105,32,1,113.48
18106,275,1,430.7
18108,206,2,264.65
18109,1,31,7925.32
18110,17,2,206.05
18112,11,2,352.69
18113,310,1,76.32
18114,242,1,220.1
18116,58,8,1418.03
18117,22,1,320.72
18118,9,31,5595.77
18119,309,1,181.12
18120,182,1,111.15
18121,127,2,673.1
18122,7,6,1826.21
18123,21,2,589.44
18125,25,5,1141.34
18126,52,1,206.83
18127,17,3,348.73
18129,202,1,112.55
18130,7,4,1045.74
18133,179,2,715.5
18135,25,5,681.91
18136,54,4,761.83
18138,246,1,152.65
18139,15,8,8393.22
18141,303,1,-35.4
18142,129,4,1014.9
18143,99,2,1000.16
18144,6,12,2888.75
18145,11,4,2861.55
18146,119,2,160.35
18147,39,2,179.34
18149,43,3,612.08
18150,28,3,566.58
18151,114,2,653.35
18154,3,2,399.19
18155,65,4,347.82
18156,11,2,734.94
18158,8,3,451.75
18159,251,1,530.15
18160,49,2,638.06
18161,9,6,1612.79
18164,27,2,394.7
18165,151,1,302.46
18167,3,6,1355.51
18168,150,9,1133.64
18169,52,1,202.65
18170,29,3,980.31
18171,50,7,1208.51
18172,12,25,7490.17
18173,74,4,2106.84
18174,6,1,104
18176,297,2,448.65
18177,27,7,1314.17
18178,96,6,1573.41
18179,8,6,1793.17
18180,4,6,1843.75
18181,21,1,382.8
18183,185,6,600.52
18184,13,1,49.8
18185,207,1,304.25
18188,13,4,1998.49
18189,66,3,1084.34
18190,164,3,274.51
18191,217,1,207.8
18192,61,1,957.97
18193,128,3,212.96
18194,55,2,896
18196,82,2,689.13
18198,4,21,5083.06
18200,90,1,163.8
18202,169,3,1396.99
18203,134,1,160.42
18204,61,4,1979.3
18205,31,2,517.36
18209,24,1,139.1
18210,1,6,2621.38
18211,22,5,600.07
18212,273,1,248.42
18213,196,1,232.48
18215,77,1,299.34
18216,27,1,481.75
18217,25,2,621.75
18218,175,4,626.38
18219,2,11,2019.77
18220,186,2,297.78
18221,19,6,1033.31
18222,79,1,443
18223,1,27,6315.23
18224,219,1,158.95
18225,3,17,5361.02
18226,33,14,5192.1
18227,184,1,93.75
18228,43,3,769.2
18229,10,20,7276.9
18230,8,10,2716.6
18231,164,6,2066.17
18232,70,5,582.47
18233,272,1,440
18235,61,3,1796.48
18236,25,6,882.24
18237,2,5,987.1
18239,185,5,1561.61
18240,40,1,422.58
18241,8,18,2058.09
18242,62,4,2232.49
18245,6,8,2507.56
18246,20,2,596.1
18248,96,4,783.02
18249,15,1,95.34
18250,251,2,342.92
18251,75,1,4314.72
18252,43,2,526.67
18255,77,1,103.3
18256,298,1,-50.1
18257,34,12,2265.38
18259,21,3,2338.6
18260,147,8,2595
18261,37,2,324.24
18262,119,1,149.48
18263,20,4,1211.08
18265,62,2,801.51
18268,114,2,0
18269,301,2,138.9
18270,33,3,238.95
18272,2,7,3064.78
18273,2,3,204
18274,15,2,2.13E-14
18276,18,3,323.36
18277,50,2,97.63
18278,63,1,173.9
18280,231,1,180.6
18281,154,1,80.82
18282,6,3,176.6
18283,3,16,2094.88
18287,36,3,1837.28
,0,3710,1447682.12
